id,nombre,apellido,email,telefono,nro_licencia,distrito_base,fecha_ingreso,calificacion_promedio,activo
512,Fernando,Palau,conductor512@ejemplo.com,033727910,Q00000512,Miraflores,2023-07-24,0.00,True
513,Ana,Muñoz,conductor513@ejemplo.com,011592335,Q00000513,San Borja,2023-02-04,0.00,True
514,Édgar,Alcalde,conductor514@ejemplo.com,555019706,Q00000514,San Isidro,2022-04-26,0.00,True
515,Jordana,Bermejo,conductor515@ejemplo.com,794190825,Q00000515,San Juan de Lurigancho,2025-07-10,0.00,True
516,Jesús,Font,conductor516@ejemplo.com,197656125,Q00000516,Miraflores,2022-08-17,0.00,True
517,Danilo,Cabanillas,conductor517@ejemplo.com,482575864,Q00000517,San Juan de Lurigancho,2023-10-19,0.00,True
518,Isidoro,Mena,conductor518@ejemplo.com,463133227,Q00000518,Lince,2022-08-22,0.00,True
519,Juliana,Belda,conductor519@ejemplo.com,731501901,Q00000519,Magdalena,2024-05-20,0.00,True
520,Edelmira,Diaz,conductor520@ejemplo.com,833725466,Q00000520,Callao,2021-10-11,0.00,True
521,Aroa,Rivas,conductor521@ejemplo.com,157180496,Q00000521,Lince,2024-04-16,0.00,True
522,Juan,Abella,conductor522@ejemplo.com,269932580,Q00000522,San Borja,2023-10-20,0.00,True
523,Ezequiel,Bauzà,conductor523@ejemplo.com,265719065,Q00000523,San Juan de Lurigancho,2021-05-17,0.00,True
524,Reyes,Coca,conductor524@ejemplo.com,111452253,Q00000524,San Juan de Lurigancho,2023-08-29,0.00,True
525,Cloe,Cabezas,conductor525@ejemplo.com,351162930,Q00000525,Barranco,2021-11-18,0.00,True
526,Maximiano,Alegria,conductor526@ejemplo.com,049392800,Q00000526,La Molina,2024-04-04,0.00,True
527,Timoteo,Villalobos,conductor527@ejemplo.com,462633528,Q00000527,La Molina,2025-05-30,0.00,True
528,Efraín,Arévalo,conductor528@ejemplo.com,219675058,Q00000528,Magdalena,2021-12-03,0.00,True
529,Jose Francisco,Esteve,conductor529@ejemplo.com,924953993,Q00000529,Surco,2022-09-25,0.00,True
530,Benito,Gracia,conductor530@ejemplo.com,138164645,Q00000530,Pueblo Libre,2025-07-13,0.00,True
531,Noelia,Aragonés,conductor531@ejemplo.com,976831036,Q00000531,Surco,2023-10-21,0.00,True
532,Abigaíl,Font,conductor532@ejemplo.com,663439928,Q00000532,Pueblo Libre,2021-04-10,0.00,True
533,Jeremías,Boada,conductor533@ejemplo.com,188126381,Q00000533,Pueblo Libre,2024-08-02,0.00,True
534,Alma,Palomo,conductor534@ejemplo.com,288027618,Q00000534,Lince,2025-03-24,0.00,True
535,Godofredo,Torrents,conductor535@ejemplo.com,461850061,Q00000535,Miraflores,2023-09-30,0.00,True
536,Pascuala,Salom,conductor536@ejemplo.com,182761417,Q00000536,La Molina,2022-03-31,0.00,True
537,Febe,Catalán,conductor537@ejemplo.com,442650755,Q00000537,San Isidro,2022-08-14,0.00,True
538,Maximiliano,Vallés,conductor538@ejemplo.com,002102967,Q00000538,San Juan de Lurigancho,2021-07-30,0.00,True
539,Juanito,Guijarro,conductor539@ejemplo.com,254871579,Q00000539,San Isidro,2025-12-15,0.00,True
540,Jenny,Ugarte,conductor540@ejemplo.com,531721308,Q00000540,Jesús María,2025-06-30,0.00,True
541,Jesús,Dávila,conductor541@ejemplo.com,490505867,Q00000541,San Juan de Lurigancho,2021-11-20,0.00,True
542,Tamara,Viña,conductor542@ejemplo.com,859351686,Q00000542,Jesús María,2022-06-28,0.00,True
543,Francisca,Portillo,conductor543@ejemplo.com,776042179,Q00000543,Jesús María,2022-03-19,0.00,True
544,Jorge,Gual,conductor544@ejemplo.com,116034856,Q00000544,Pueblo Libre,2025-07-23,0.00,True
545,Eric,Ángel,conductor545@ejemplo.com,831788558,Q00000545,Miraflores,2025-10-02,0.00,True
546,Teobaldo,Gracia,conductor546@ejemplo.com,129791487,Q00000546,San Juan de Lurigancho,2022-01-03,0.00,True
547,Borja,Álamo,conductor547@ejemplo.com,770300571,Q00000547,Magdalena,2022-07-07,0.00,True
548,Ani,Cabo,conductor548@ejemplo.com,617642815,Q00000548,Surco,2025-03-09,0.00,True
549,Vito,Bayo,conductor549@ejemplo.com,059682484,Q00000549,Callao,2024-09-05,0.00,True
550,Ramiro,Vilaplana,conductor550@ejemplo.com,777060654,Q00000550,Surco,2021-08-06,0.00,True
551,Nerea,Hernández,conductor551@ejemplo.com,374886459,Q00000551,San Juan de Lurigancho,2025-05-23,0.00,True
552,Heraclio,Talavera,conductor552@ejemplo.com,050177199,Q00000552,Jesús María,2023-01-30,0.00,True
553,Sebastian,Noguera,conductor553@ejemplo.com,899590915,Q00000553,Surco,2023-09-29,0.00,True
554,Rosa María,Osorio,conductor554@ejemplo.com,599413661,Q00000554,Magdalena,2025-05-18,0.00,True
555,Rodolfo,Peña,conductor555@ejemplo.com,764722631,Q00000555,Surco,2022-03-25,0.00,True
556,Mario,Frutos,conductor556@ejemplo.com,122371101,Q00000556,San Isidro,2022-07-14,0.00,True
557,Mónica,Trillo,conductor557@ejemplo.com,030694582,Q00000557,San Borja,2024-02-02,0.00,True
558,Agustín,Cuevas,conductor558@ejemplo.com,088286818,Q00000558,Callao,2023-10-30,0.00,True
559,Julia,Lluch,conductor559@ejemplo.com,451554867,Q00000559,Surco,2022-06-09,0.00,True
560,Teodora,Julián,conductor560@ejemplo.com,925741649,Q00000560,Jesús María,2021-05-25,0.00,True
561,Toño,Cervera,conductor561@ejemplo.com,683622296,Q00000561,Pueblo Libre,2022-11-23,0.00,True
562,Melania,Salas,conductor562@ejemplo.com,861433944,Q00000562,Jesús María,2025-04-06,0.00,True
563,Filomena,Pomares,conductor563@ejemplo.com,349271942,Q00000563,Miraflores,2023-02-12,0.00,True
564,Silvestre,Acuña,conductor564@ejemplo.com,658595474,Q00000564,Barranco,2022-07-17,0.00,True
565,Natalio,Cueto,conductor565@ejemplo.com,675737140,Q00000565,La Molina,2023-04-20,0.00,True
566,Patricia,Nadal,conductor566@ejemplo.com,245285237,Q00000566,Pueblo Libre,2021-08-07,0.00,True
567,Teobaldo,Hoyos,conductor567@ejemplo.com,450728144,Q00000567,San Juan de Lurigancho,2025-08-07,0.00,True
568,Ariel,Serna,conductor568@ejemplo.com,710050527,Q00000568,San Juan de Lurigancho,2026-01-23,0.00,True
569,Emma,Oliva,conductor569@ejemplo.com,933164600,Q00000569,Miraflores,2024-02-23,0.00,True
570,Albino,Cordero,conductor570@ejemplo.com,674409966,Q00000570,Pueblo Libre,2024-10-16,0.00,True
571,Florencio,Diaz,conductor571@ejemplo.com,618101368,Q00000571,Surco,2022-05-16,0.00,True
572,Cristóbal,Fuentes,conductor572@ejemplo.com,426912185,Q00000572,Callao,2022-07-13,0.00,True
573,Evangelina,Blanes,conductor573@ejemplo.com,801359825,Q00000573,Callao,2024-02-10,0.00,True
574,Cleto,Calderon,conductor574@ejemplo.com,727720053,Q00000574,San Borja,2025-05-10,0.00,True
575,Reynaldo,Amat,conductor575@ejemplo.com,479516529,Q00000575,Surco,2022-12-29,0.00,True
576,Rafa,Carvajal,conductor576@ejemplo.com,087995679,Q00000576,Callao,2023-07-12,0.00,True
577,Domitila,Reyes,conductor577@ejemplo.com,532595821,Q00000577,Miraflores,2022-02-20,0.00,True
578,Olga,Andrés,conductor578@ejemplo.com,764271619,Q00000578,Barranco,2025-03-13,0.00,True
579,Araceli,Jover,conductor579@ejemplo.com,714398005,Q00000579,Surco,2025-11-29,0.00,True
580,Domingo,Corral,conductor580@ejemplo.com,952925250,Q00000580,Miraflores,2022-06-19,0.00,True
581,Amancio,Berrocal,conductor581@ejemplo.com,867057234,Q00000581,Callao,2023-06-27,0.00,True
582,Aníbal,Tejedor,conductor582@ejemplo.com,929092026,Q00000582,La Molina,2022-12-13,0.00,True
583,Candelas,Arteaga,conductor583@ejemplo.com,281569339,Q00000583,Lince,2022-08-19,0.00,True
584,Marcos,Solana,conductor584@ejemplo.com,920365319,Q00000584,San Borja,2021-12-17,0.00,True
585,Paco,Alfonso,conductor585@ejemplo.com,888490281,Q00000585,Surco,2024-08-28,0.00,True
586,Gala,Soler,conductor586@ejemplo.com,411536546,Q00000586,Barranco,2022-12-18,0.00,True
587,Nazaret,Pujol,conductor587@ejemplo.com,655368644,Q00000587,San Borja,2025-05-25,0.00,True
588,Manu,Lorenzo,conductor588@ejemplo.com,132044634,Q00000588,Surco,2022-08-30,0.00,True
589,Esther,Bernad,conductor589@ejemplo.com,088845151,Q00000589,Lince,2025-08-03,0.00,True
590,Lorena,Milla,conductor590@ejemplo.com,946235692,Q00000590,La Molina,2024-03-16,0.00,True
591,Primitivo,Méndez,conductor591@ejemplo.com,809784615,Q00000591,Surco,2022-01-23,0.00,True
592,Gerónimo,Barón,conductor592@ejemplo.com,018826096,Q00000592,Miraflores,2024-03-23,0.00,True
593,Jeremías,Gárate,conductor593@ejemplo.com,532092901,Q00000593,Callao,2023-03-19,0.00,True
594,Amelia,Peñalver,conductor594@ejemplo.com,230739101,Q00000594,Callao,2025-12-14,0.00,True
595,Obdulia,Gabaldón,conductor595@ejemplo.com,692540088,Q00000595,San Juan de Lurigancho,2025-04-04,0.00,True
596,Jacobo,Cantón,conductor596@ejemplo.com,185814365,Q00000596,Callao,2023-03-11,0.00,True
597,Pancho,Ros,conductor597@ejemplo.com,134898094,Q00000597,Jesús María,2025-12-29,0.00,True
598,Venceslás,Carvajal,conductor598@ejemplo.com,517371188,Q00000598,Jesús María,2025-11-02,0.00,True
599,Amelia,Palomar,conductor599@ejemplo.com,525734830,Q00000599,La Molina,2022-12-26,0.00,True
600,Francisca,Escrivá,conductor600@ejemplo.com,947668444,Q00000600,Miraflores,2025-02-09,0.00,True
